pid,text,type,time,reply,likenum
5141769,课题进展0，又失眠了,text,2023-06-08 02:24:35,0,1
5141769,课题进展0，又失眠了,text,2023-06-08 02:24:35,0,1
5141770,"不想睡
坐标上海😭",text,2023-06-08 02:24:50,4,2
5141770,"不想睡
坐标上海😭",text,2023-06-08 02:24:50,4,2
5141771,明确知道了和crush没有未来还要表白吗……犹疑,text,2023-06-08 02:25:29,43,4
5141771,明确知道了和crush没有未来还要表白吗……犹疑,text,2023-06-08 02:25:29,43,4
5141772,有无♀一起未名湖逛逛,text,2023-06-08 02:25:30,3,1
5141772,有无♀一起未名湖逛逛,text,2023-06-08 02:25:30,3,1
5141773,"tag：亚洲史
如果有以后选课的同学们看到这条树洞的话真的很建议跑路…不给录播、不给PPT、不给讲义、不给思考题、不给画范围，讲的范围大而又大，期末背的要死，还是学期中忽然把录播停了…这比史学概论还累死累活，如果不是对亚洲历史特别感兴趣的话建议选选别的大洲史，给思考题和名词解释的美国史和非洲史多香啊😭不过要说有什么优点的话一个是不点名（非洲史似乎会签到），一个是老师讲的似乎也还行",text,2023-06-08 02:25:31,5,3
5141773,"tag：亚洲史
如果有以后选课的同学们看到这条树洞的话真的很建议跑路…不给录播、不给PPT、不给讲义、不给思考题、不给画范围，讲的范围大而又大，期末背的要死，还是学期中忽然把录播停了…这比史学概论还累死累活，如果不是对亚洲历史特别感兴趣的话建议选选别的大洲史，给思考题和名词解释的美国史和非洲史多香啊😭不过要说有什么优点的话一个是不点名（非洲史似乎会签到），一个是老师讲的似乎也还行",text,2023-06-08 02:25:31,5,3
5141774,捞捞5141726,text,2023-06-08 02:26:22,8,0
5141774,捞捞5141726,text,2023-06-08 02:26:22,8,0
5141775,大家会和一个不和自己谈恋爱的人做爱吗？,text,2023-06-08 02:26:28,27,7
5141775,大家会和一个不和自己谈恋爱的人做爱吗？,text,2023-06-08 02:26:28,27,7
5141776,唉，感觉影视鉴赏考试写的东西，自己的私货比抄的多,text,2023-06-08 02:27:10,1,2
5141776,唉，感觉影视鉴赏考试写的东西，自己的私货比抄的多,text,2023-06-08 02:27:10,1,2
5141777,我这么可爱还是只能自己取暖，不懂我可爱的人只是还没有了解我！,text,2023-06-08 02:28:44,1,1
5141777,我这么可爱还是只能自己取暖，不懂我可爱的人只是还没有了解我！,text,2023-06-08 02:28:44,1,1
5141778,睡不着啊啊啊啊,text,2023-06-08 02:29:05,0,1
5141778,睡不着啊啊啊啊,text,2023-06-08 02:29:05,0,1
5141779,深夜发疯,text,2023-06-08 02:29:45,8,3
5141779,深夜发疯,text,2023-06-08 02:29:45,8,3
5141780,地概,text,2023-06-08 02:30:01,0,1
5141780,地概,text,2023-06-08 02:30:01,0,1
5141781,popi ♀给给,text,2023-06-08 02:30:08,8,6
5141781,popi ♀给给,text,2023-06-08 02:30:08,8,6
5141782,"想喝汤城小厨大煲汤，求搭子，多多益善
菜单在这
5141748",image,2023-06-08 02:30:46,7,5
5141782,"想喝汤城小厨大煲汤，求搭子，多多益善
菜单在这
5141748",image,2023-06-08 02:30:46,7,5
5141783,daddy / Dom没市场了吗,text,2023-06-08 02:34:19,8,7
5141783,daddy / Dom没市场了吗,text,2023-06-08 02:34:19,8,7
5141784,在树洞上每天都能看到好几条性焦虑内容，但是dz自己的性欲完全靠手解决，没有谈恋爱和性交的欲望,text,2023-06-08 02:35:06,2,2
5141784,在树洞上每天都能看到好几条性焦虑内容，但是dz自己的性欲完全靠手解决，没有谈恋爱和性交的欲望,text,2023-06-08 02:35:06,2,2
5141785,舍友的呼噜、、、,text,2023-06-08 02:36:50,0,1
5141785,舍友的呼噜、、、,text,2023-06-08 02:36:50,0,1
5141786,"#数算b #cb #gw #python

最新最热往年题*2，以防有些同学没看到教学网而且上课没注意到老师说这事但是又想做两套往年题练练手（x

链接是21年，同一个目录下有一个22.pdf，是22年

https://github.com/Xtuzzz/2023-spring-dsa/blob/main/21.pdf",text,2023-06-08 02:37:54,3,2
5141786,"#数算b #cb #gw #python

最新最热往年题*2，以防有些同学没看到教学网而且上课没注意到老师说这事但是又想做两套往年题练练手（x

链接是21年，同一个目录下有一个22.pdf，是22年

https://github.com/Xtuzzz/2023-spring-dsa/blob/main/21.pdf",text,2023-06-08 02:37:54,3,2
5141787,御建晨曦主尊大酒庄姥爷像！,image,2023-06-08 02:39:34,4,1
5141787,御建晨曦主尊大酒庄姥爷像！,image,2023-06-08 02:39:34,4,1
5141788,一个舍友键盘敲的噼里啪啦还时不时笑一下，一个舍友在吸吸呼呼地打鼾，dz想睡觉……,text,2023-06-08 02:41:03,0,1
5141788,一个舍友键盘敲的噼里啪啦还时不时笑一下，一个舍友在吸吸呼呼地打鼾，dz想睡觉……,text,2023-06-08 02:41:03,0,1
5141789,真的觉得自己很笨，r语言的一个功能的循环都要写半天…,text,2023-06-08 02:42:01,3,2
5141789,真的觉得自己很笨，r语言的一个功能的循环都要写半天…,text,2023-06-08 02:42:01,3,2
5141790,"中日甲午战争后， 由于中国的国内情况， 自主移居的华侨华人成为韩国旧华侨社会的成员。 韩国的华侨大部分是山东省出身。当时， 自然灾害和清朝末期的庚子国变（义和团运动）等因素使得山东地区的许多人自发移居到地理位置相近的朝鲜半岛定居，因此，韩国的旧华侨主要是来自山东省的汉族、齐鲁文化的后代。

1949年大韩民国政府承认国民党政权为唯一合法政府，在首尔设立了 “台湾大使馆”，当时在韩国不具有任何身份证明的中国人获得了台湾的“华侨居住许可证”，变成了台湾的“国民”。

主要来自山东省的韩国旧华侨华人在韩国主要从事的是传统的手工业和服务业的工作， 旧华侨的职业被描述为“四把刀（菜刀、木工刀、剪刀、理发刀）”，少数旧华侨从事翻译工作和中医工作。

韩国著名艺人当中也有几个人被传是华侨出身，但谁也没有在正式场合对此表态过。 这也表明韩国社会对旧华侨华人的认识是多么的保守。

原来张元英是这种出身，还挺令人惊讶的。",text,2023-06-08 02:42:26,1,1
5141790,"中日甲午战争后， 由于中国的国内情况， 自主移居的华侨华人成为韩国旧华侨社会的成员。 韩国的华侨大部分是山东省出身。当时， 自然灾害和清朝末期的庚子国变（义和团运动）等因素使得山东地区的许多人自发移居到地理位置相近的朝鲜半岛定居，因此，韩国的旧华侨主要是来自山东省的汉族、齐鲁文化的后代。

1949年大韩民国政府承认国民党政权为唯一合法政府，在首尔设立了 “台湾大使馆”，当时在韩国不具有任何身份证明的中国人获得了台湾的“华侨居住许可证”，变成了台湾的“国民”。

主要来自山东省的韩国旧华侨华人在韩国主要从事的是传统的手工业和服务业的工作， 旧华侨的职业被描述为“四把刀（菜刀、木工刀、剪刀、理发刀）”，少数旧华侨从事翻译工作和中医工作。

韩国著名艺人当中也有几个人被传是华侨出身，但谁也没有在正式场合对此表态过。 这也表明韩国社会对旧华侨华人的认识是多么的保守。

原来张元英是这种出身，还挺令人惊讶的。",text,2023-06-08 02:42:26,1,1
5141791,是谁大半夜还在赶ddl，来聊天缓解焦虑！,text,2023-06-08 02:43:37,2,3
5141791,是谁大半夜还在赶ddl，来聊天缓解焦虑！,text,2023-06-08 02:43:37,2,3
5141792,啥都想买，一看总价差点吓晕过去......,image,2023-06-08 02:43:38,203,8
5141792,啥都想买，一看总价差点吓晕过去......,image,2023-06-08 02:43:38,203,8
5141793,有没有声音好听的男生连麦学习的，明早就互删,text,2023-06-08 02:45:48,4,3
5141794,"dz男 有一个女性好友 她和一个男生走得很近
男生会帮她搬东西 并且一起玩之后都会把人送回宿舍 还会给她送伞啥的
这个姑娘坚称是对方人很好各方面礼仪到位 但是dz觉得这个男生是在追她 想看看洞友们的观点",text,2023-06-08 02:46:36,1,1
5141795,感觉有些室友不应该叫室友，应该叫室仇,text,2023-06-08 02:46:52,1,1
5141795,感觉有些室友不应该叫室友，应该叫室仇,text,2023-06-08 02:46:52,1,1
5141796,我好像只会注意周围的男生，女生都自动过滤忽略了🥲,text,2023-06-08 02:48:44,2,2
5141796,我好像只会注意周围的男生，女生都自动过滤忽略了🥲,text,2023-06-08 02:48:44,2,2
5141797,和女生出去玩，她主动让我跟她比手掌大小，是在暗示吗,text,2023-06-08 02:51:22,3,3
5141797,和女生出去玩，她主动让我跟她比手掌大小，是在暗示吗,text,2023-06-08 02:51:22,3,3
5141798,yp老师的人格心理学挂人吗,text,2023-06-08 02:51:57,0,1
5141798,yp老师的人格心理学挂人吗,text,2023-06-08 02:51:57,0,1
5141799,或许有朋友收全新没穿过的jk制服吗 收拾衣柜发现好多格裙带不走,text,2023-06-08 02:52:00,12,10
5141799,或许有朋友收全新没穿过的jk制服吗 收拾衣柜发现好多格裙带不走,text,2023-06-08 02:52:00,12,10
5141800,28楼一楼用电脑的兄弟,text,2023-06-08 02:53:52,2,1
5141800,28楼一楼用电脑的兄弟,text,2023-06-08 02:53:52,2,1
5141801,"感觉对方在刻意制造身体接触，比如胳膊碰到，肩靠在一起，手碰到之类的，甚至有时候会搂我的胳膊，我也很享受就顺其自然没有捅破
但我就是觉得我们不合适，对方也不是我理想的伴侣，我完全没有想和对方交往的意思，我只是想满足一下自己想贴贴的欲望
我这样合适吗，怎么知道对方是不是也这样想呢（她会不会是喜欢我）
还是说只是对方边界感不强觉得这只是正常的异性朋友间的行为，是我想太多了",text,2023-06-08 02:54:31,1,2
5141801,"感觉对方在刻意制造身体接触，比如胳膊碰到，肩靠在一起，手碰到之类的，甚至有时候会搂我的胳膊，我也很享受就顺其自然没有捅破
但我就是觉得我们不合适，对方也不是我理想的伴侣，我完全没有想和对方交往的意思，我只是想满足一下自己想贴贴的欲望
我这样合适吗，怎么知道对方是不是也这样想呢（她会不会是喜欢我）
还是说只是对方边界感不强觉得这只是正常的异性朋友间的行为，是我想太多了",text,2023-06-08 02:54:31,1,2
5141802,信管 信存检 怎么复习啊啊啊 啥也不会,text,2023-06-08 02:55:53,0,1
5141802,信管 信存检 怎么复习啊啊啊 啥也不会,text,2023-06-08 02:55:53,0,1
5141803,有偿求sfy国社下笔记往年题🥺,text,2023-06-08 02:57:21,0,1
5141803,有偿求sfy国社下笔记往年题🥺,text,2023-06-08 02:57:21,0,1
5141804,せクスが大好きです,text,2023-06-08 02:58:03,0,0
5141804,せクスが大好きです,text,2023-06-08 02:58:03,0,0
5141805,怀疑自己得了抑郁症/焦虑症🥺几乎是持续性的不开心和焦虑，能因为任何事焦虑很久。但之前一直觉得自己没有网上说的食欲不振/对原本的爱好兴趣减退等状况就没在意🥺最近感觉到记忆力衰退反应迟钝和不好集中注意力了,text,2023-06-08 02:58:49,2,3
5141805,怀疑自己得了抑郁症/焦虑症🥺几乎是持续性的不开心和焦虑，能因为任何事焦虑很久。但之前一直觉得自己没有网上说的食欲不振/对原本的爱好兴趣减退等状况就没在意🥺最近感觉到记忆力衰退反应迟钝和不好集中注意力了,text,2023-06-08 02:58:49,2,3
5141806,"u149
本回也是神回 大满足",text,2023-06-08 02:59:45,0,1
5141806,"u149
本回也是神回 大满足",text,2023-06-08 02:59:45,0,1
5141807,哇呜哇呜哇哩啊哈哈拉唔和呵哈哈拉唔和呵哈呜哇哩啊哈哈唔和呵哈哈呜哇呜哇哩啊哈哈哩啊哈哈拉唔和呵哈哈呜哇呜哩啊哈哈唔和呵哈哈呜哇呜哇哩啊哈哈哩啊啊哈哈唔和呵哈哈呜哇哇哩啊哈哈拉唔和,text,2023-06-08 03:01:22,0,1
5141807,哇呜哇呜哇哩啊哈哈拉唔和呵哈哈拉唔和呵哈呜哇哩啊哈哈唔和呵哈哈呜哇呜哇哩啊哈哈哩啊哈哈拉唔和呵哈哈呜哇呜哩啊哈哈唔和呵哈哈呜哇呜哇哩啊哈哈哩啊啊哈哈唔和呵哈哈呜哇哇哩啊哈哈拉唔和,text,2023-06-08 03:01:22,0,1
5141808,"想起了最后一次见到我的高中白月光
高考后一天的口语考试
我看见了她，她也看见了我
我们没有打扰彼此
现在想想，真的后悔没有走过去说出自己的心意
原来一晃，已经三年了",text,2023-06-08 03:01:26,0,1
5141808,"想起了最后一次见到我的高中白月光
高考后一天的口语考试
我看见了她，她也看见了我
我们没有打扰彼此
现在想想，真的后悔没有走过去说出自己的心意
原来一晃，已经三年了",text,2023-06-08 03:01:26,0,1
5141809,娘希匹的期末真是xy爆棚，最近每天两三管,text,2023-06-08 03:01:56,2,2
5141809,娘希匹的期末真是xy爆棚，最近每天两三管,text,2023-06-08 03:01:56,2,2
5141811,"Dz学的金融，2024年夏天毕业。nanpy在北京花粉过敏比较严重，因而希望dz毕业一起去上海工作；但dz全部的过往实习和积累都在北京，summer几个offer也都在北京，要去上海的话只能看看秋招的机会。但我们这行秋招机会确实不多，暑期return的质量显然更好。
现在很纠结，是否要放弃（大概率）更好的工作和职业发展机会，陪男朋友去上海呢？

Ps1 不是说上海不好，毕竟是金融中心；但就dz能拿到的offer而言，北京的质量应该会更高
Ps2 dz和男朋友感情很好，之前也确实打算听男友的去上海，但跟父母商量后意识到，不影响职发的情况下选上海肯定更好，但如果要赔上职发则需要斟酌，跟npy也还没到谈婚论嫁那步
Ps3 npy江苏人，dz北方人，但对北京上海两个城市无明显偏好
Ps4 有考虑过先异地几年再做打算，但结束异地还是得靠dz离开北京奔赴上海，与现在情况类似（彼时需要放弃更多在北京的积累，肯定会更犹豫）
Ps5 跟男朋友表达了我的顾虑，他理解但依旧认为上海也会有好的工作机会，并劝dz下一年在上海实习

# gsm jy rw xk sms 恋爱 异地恋 找工作 求职 BJ SH 城市选择 引流谢谢 期末考试 保研 高金 泛海 管院 汇丰",text,2023-06-08 03:03:40,2,3
5141811,"Dz学的金融，2024年夏天毕业。nanpy在北京花粉过敏比较严重，因而希望dz毕业一起去上海工作；但dz全部的过往实习和积累都在北京，summer几个offer也都在北京，要去上海的话只能看看秋招的机会。但我们这行秋招机会确实不多，暑期return的质量显然更好。
现在很纠结，是否要放弃（大概率）更好的工作和职业发展机会，陪男朋友去上海呢？

Ps1 不是说上海不好，毕竟是金融中心；但就dz能拿到的offer而言，北京的质量应该会更高
Ps2 dz和男朋友感情很好，之前也确实打算听男友的去上海，但跟父母商量后意识到，不影响职发的情况下选上海肯定更好，但如果要赔上职发则需要斟酌，跟npy也还没到谈婚论嫁那步
Ps3 npy江苏人，dz北方人，但对北京上海两个城市无明显偏好
Ps4 有考虑过先异地几年再做打算，但结束异地还是得靠dz离开北京奔赴上海，与现在情况类似（彼时需要放弃更多在北京的积累，肯定会更犹豫）
Ps5 跟男朋友表达了我的顾虑，他理解但依旧认为上海也会有好的工作机会，并劝dz下一年在上海实习

# gsm jy rw xk sms 恋爱 异地恋 找工作 求职 BJ SH 城市选择 引流谢谢 期末考试 保研 高金 泛海 管院 汇丰",text,2023-06-08 03:03:40,2,3
5141812,以fwb名义找了个弟弟，见面后想tla怎么办😣,text,2023-06-08 03:05:05,9,4
5141812,以fwb名义找了个弟弟，见面后想tla怎么办😣,text,2023-06-08 03:05:05,9,4
5141813,捏麻麻的怎么总是半夜找东西 感觉找不到我睡不着了,text,2023-06-08 03:06:02,0,1
5141813,捏麻麻的怎么总是半夜找东西 感觉找不到我睡不着了,text,2023-06-08 03:06:02,0,1
5141813,捏麻麻的怎么总是半夜找东西 感觉找不到我睡不着了,text,2023-06-08 03:06:02,0,1
5141813,捏麻麻的怎么总是半夜找东西 感觉找不到我睡不着了,text,2023-06-08 03:06:02,0,1
5141814,给给emo,text,2023-06-08 03:06:53,0,1
5141814,给给emo,text,2023-06-08 03:06:53,0,1
5141814,给给emo,text,2023-06-08 03:06:53,0,1
5141814,给给emo,text,2023-06-08 03:06:53,0,1
5141815,王菲的《给自己的情书》好好听，很喜欢这样的粤语歌,text,2023-06-08 03:08:52,0,1
5141815,王菲的《给自己的情书》好好听，很喜欢这样的粤语歌,text,2023-06-08 03:08:52,0,1
5141815,王菲的《给自己的情书》好好听，很喜欢这样的粤语歌,text,2023-06-08 03:08:52,0,1
5141815,王菲的《给自己的情书》好好听，很喜欢这样的粤语歌,text,2023-06-08 03:08:52,0,1
5141816,阴间作息调不过来了怎么办，白天啥也不想干每到晚上就精神😇,text,2023-06-08 03:09:21,2,3
5141816,阴间作息调不过来了怎么办，白天啥也不想干每到晚上就精神😇,text,2023-06-08 03:09:21,2,3
5141816,阴间作息调不过来了怎么办，白天啥也不想干每到晚上就精神😇,text,2023-06-08 03:09:21,2,3
5141816,阴间作息调不过来了怎么办，白天啥也不想干每到晚上就精神😇,text,2023-06-08 03:09:21,2,3
5141817,熬夜准备PPT，脑子里突然开始播放：I feel it in my fingers~ I feel it in my toes~ Christmas is all around me~,text,2023-06-08 03:11:23,0,1
5141817,熬夜准备PPT，脑子里突然开始播放：I feel it in my fingers~ I feel it in my toes~ Christmas is all around me~,text,2023-06-08 03:11:23,0,1
5141817,熬夜准备PPT，脑子里突然开始播放：I feel it in my fingers~ I feel it in my toes~ Christmas is all around me~,text,2023-06-08 03:11:23,0,1
5141817,熬夜准备PPT，脑子里突然开始播放：I feel it in my fingers~ I feel it in my toes~ Christmas is all around me~,text,2023-06-08 03:11:23,0,1
5141817,熬夜准备PPT，脑子里突然开始播放：I feel it in my fingers~ I feel it in my toes~ Christmas is all around me~,text,2023-06-08 03:11:23,0,1
5141817,熬夜准备PPT，脑子里突然开始播放：I feel it in my fingers~ I feel it in my toes~ Christmas is all around me~,text,2023-06-08 03:11:23,0,1
5141817,熬夜准备PPT，脑子里突然开始播放：I feel it in my fingers~ I feel it in my toes~ Christmas is all around me~,text,2023-06-08 03:11:23,0,1
5141817,熬夜准备PPT，脑子里突然开始播放：I feel it in my fingers~ I feel it in my toes~ Christmas is all around me~,text,2023-06-08 03:11:23,0,1
5141818,物院的学工lxy真的好可爱呀呜呜呜呜呜呜嘤嘤嘤嘤嘤，长得好美好白还笨笨的真的像一个小天使一样（哭哭）（翻滚）我的魂都要被你勾走啦耶耶耶嘻嘻嘻嘻嘻,text,2023-06-08 03:12:02,5,2
5141818,物院的学工lxy真的好可爱呀呜呜呜呜呜呜嘤嘤嘤嘤嘤，长得好美好白还笨笨的真的像一个小天使一样（哭哭）（翻滚）我的魂都要被你勾走啦耶耶耶嘻嘻嘻嘻嘻,text,2023-06-08 03:12:02,5,2
5141818,物院的学工lxy真的好可爱呀呜呜呜呜呜呜嘤嘤嘤嘤嘤，长得好美好白还笨笨的真的像一个小天使一样（哭哭）（翻滚）我的魂都要被你勾走啦耶耶耶嘻嘻嘻嘻嘻,text,2023-06-08 03:12:02,5,2
5141818,物院的学工lxy真的好可爱呀呜呜呜呜呜呜嘤嘤嘤嘤嘤，长得好美好白还笨笨的真的像一个小天使一样（哭哭）（翻滚）我的魂都要被你勾走啦耶耶耶嘻嘻嘻嘻嘻,text,2023-06-08 03:12:02,5,2
5141818,物院的学工lxy真的好可爱呀呜呜呜呜呜呜嘤嘤嘤嘤嘤，长得好美好白还笨笨的真的像一个小天使一样（哭哭）（翻滚）我的魂都要被你勾走啦耶耶耶嘻嘻嘻嘻嘻,text,2023-06-08 03:12:02,5,2
5141818,物院的学工lxy真的好可爱呀呜呜呜呜呜呜嘤嘤嘤嘤嘤，长得好美好白还笨笨的真的像一个小天使一样（哭哭）（翻滚）我的魂都要被你勾走啦耶耶耶嘻嘻嘻嘻嘻,text,2023-06-08 03:12:02,5,2
5141818,物院的学工lxy真的好可爱呀呜呜呜呜呜呜嘤嘤嘤嘤嘤，长得好美好白还笨笨的真的像一个小天使一样（哭哭）（翻滚）我的魂都要被你勾走啦耶耶耶嘻嘻嘻嘻嘻,text,2023-06-08 03:12:02,5,2
5141818,物院的学工lxy真的好可爱呀呜呜呜呜呜呜嘤嘤嘤嘤嘤，长得好美好白还笨笨的真的像一个小天使一样（哭哭）（翻滚）我的魂都要被你勾走啦耶耶耶嘻嘻嘻嘻嘻,text,2023-06-08 03:12:02,5,2
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141819,发现dz在路上遇到的crush都是穿着黑衣服，高高瘦瘦，有做发型的男生,text,2023-06-08 03:13:20,0,0
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141820,休格兰特在真爱至上里面好帅啊,text,2023-06-08 03:14:28,0,1
5141821,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,text,2023-06-08 03:16:52,3,2
5141821,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,text,2023-06-08 03:16:52,3,2
5141821,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,text,2023-06-08 03:16:52,3,2
5141821,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,text,2023-06-08 03:16:52,3,2
5141821,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,text,2023-06-08 03:16:52,3,2
5141821,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,text,2023-06-08 03:16:52,3,2
5141821,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,text,2023-06-08 03:16:52,3,2
5141821,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,text,2023-06-08 03:16:52,3,2
5141822,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",text,2023-06-08 03:17:29,0,1
5141822,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",text,2023-06-08 03:17:29,0,1
5141822,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",text,2023-06-08 03:17:29,0,1
5141822,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",text,2023-06-08 03:17:29,0,1
5141822,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",text,2023-06-08 03:17:29,0,1
5141822,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",text,2023-06-08 03:17:29,0,1
5141822,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",text,2023-06-08 03:17:29,0,1
5141822,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",text,2023-06-08 03:17:29,0,1
5141823,Ins真是好地方啊🌚🌚（🈵意）,text,2023-06-08 03:19:11,0,1
5141823,Ins真是好地方啊🌚🌚（🈵意）,text,2023-06-08 03:19:11,0,1
5141823,Ins真是好地方啊🌚🌚（🈵意）,text,2023-06-08 03:19:11,0,1
5141823,Ins真是好地方啊🌚🌚（🈵意）,text,2023-06-08 03:19:11,0,1
5141823,Ins真是好地方啊🌚🌚（🈵意）,text,2023-06-08 03:19:11,0,1
5141823,Ins真是好地方啊🌚🌚（🈵意）,text,2023-06-08 03:19:11,0,1
5141823,Ins真是好地方啊🌚🌚（🈵意）,text,2023-06-08 03:19:11,0,1
5141823,Ins真是好地方啊🌚🌚（🈵意）,text,2023-06-08 03:19:11,0,1
